"CP_X.x","CP_Station.Name.x","CP_Org.Name.x","CP_Address.1.x","CP_City.x","CP_State.x","CP_Postal.Code","CP_County","CP_Country","CP_No..of.Ports.x","CP_Station.Activation.Type.x","CP_Customer.Category.x","CP_addresses","CP_lon.x","CP_lat.x","CP_X.y","CP_Station.Name.y","CP_Org.Name.y","CP_Address.1.y","CP_City.y","CP_State.y","CP_No..of.Ports.y","CP_Station.Activation.Type.y","CP_Customer.Category.y","CP_lon.y","CP_lat.y","commonaddress","EV_X","EV_Station.ID","EV_Station.name","EV_Location","EV_Island","EV_Address","EV_City","EV_State","EV_Zip.Code","EV_Latitude","EV_Longitude","EV_Contact.Name","EV_Charge.Fee","EV_Park.Fee","EV_Parking.Lot","EV_Hours","EV_Ports","EV_Restrictions","EV_Number.of.Stations","EV_Charge.Fees","EV_Manufacturers","EV_Charging.Levels","EV_Date.Initially.Added","EV_NewLat","EV_NewLong"
78,"KAPOLEILOFTS / BLOCK 2A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,77,"KAPOLEILOFTS / BLOCK 2B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"KAPOLEILOFTS / BLOCK 2A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,78,"KAPOLEILOFTS / BLOCK 2A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"KAPOLEILOFTS / BLOCK 2A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,79,"KAPOLEILOFTS / BLOCK 1A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"KAPOLEILOFTS / BLOCK 1A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,72,"KAPOLEILOFTS / BLOCK1B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"KAPOLEILOFTS / BLOCK 1A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,74,"KAPOLEILOFTS / BLOCK 4A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"KAPOLEILOFTS / BLOCK 1A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,75,"KAPOLEILOFTS / BLOCK 3B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"KAPOLEILOFTS / BLOCK 1A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,76,"KAPOLEILOFTS / BLOCK 3A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"KAPOLEILOFTS / BLOCK 1A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,77,"KAPOLEILOFTS / BLOCK 2B","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"KAPOLEILOFTS / BLOCK 1A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,78,"KAPOLEILOFTS / BLOCK 2A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"KAPOLEILOFTS / BLOCK 1A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Multifamily Commercial","761 Wakea St,Kapolei,Hawaii",NA,NA,79,"KAPOLEILOFTS / BLOCK 1A","Kapolei Lofts","761 Wakea St","Kapolei","Hawaii",2,"Public","Multifamily Commercial",-158.0776747,21.3298396,"761WAKEASTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,"KAPIOLANI / KMC 1","HPH Kapiolani Medical Center","1703 Bingham St","Honolulu","Hawaii",96826,"Honolulu County","United States",2,"Public","Healthcare","1703 Bingham St,Honolulu,Hawaii",NA,NA,80,"KAPIOLANI / KMC 1","HPH Kapiolani Medical Center","1703 Bingham St","Honolulu","Hawaii",2,"Public","Healthcare",-157.8322947,21.2993739,"1703BINGHAMSTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,"KAILUA WWTP / KAILUA WWTP","City & County of Honolulu Water Authority","93 Kaneohe Bay Dr","Kailua","Hawaii",96734,"Honolulu County","United States",2,"Public","Government (Fed, State)","93 Kaneohe Bay Dr,Kailua,Hawaii",NA,NA,81,"KAILUA WWTP / KAILUA WWTP","City & County of Honolulu Water Authority","93 Kaneohe Bay Dr","Kailua","Hawaii",2,"Public","Government (Fed, State)",-157.7506359,21.425988,"93KANEOHEBAYDRIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"IMP EV CHARGING / LEVEL - 6 RIGHT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",96815,"Honolulu County","United States",2,"Public","Retail","2330 Kalakaua Ave,Honolulu,Hawaii",NA,NA,82,"IMP EV CHARGING / LEVEL - 6 RIGHT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",2,"Public","Retail",-157.8266928,21.2783302,"2330KALAKAUAAVENUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"IMP EV CHARGING / LEVEL - 6 RIGHT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",96815,"Honolulu County","United States",2,"Public","Retail","2330 Kalakaua Ave,Honolulu,Hawaii",NA,NA,83,"IMP EV CHARGING / LEVEL - 6 LEFT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",2,"Public","Retail",-157.8266928,21.2783302,"2330KALAKAUAAVENUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"IMP EV CHARGING / LEVEL - 6 RIGHT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",96815,"Honolulu County","United States",2,"Public","Retail","2330 Kalakaua Ave,Honolulu,Hawaii",NA,NA,84,"IMP EV CHARGING / LEVEL - 5 RIGHT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",2,"Public","Retail",-157.8266928,21.2783302,"2330KALAKAUAAVENUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"IMP EV CHARGING / LEVEL - 6 RIGHT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",96815,"Honolulu County","United States",2,"Public","Retail","2330 Kalakaua Ave,Honolulu,Hawaii",NA,NA,85,"IMP EV CHARGING / LEVEL - 5 LEFT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",2,"Public","Retail",-157.8266928,21.2783302,"2330KALAKAUAAVENUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"IMP EV CHARGING / LEVEL - 6 LEFT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",96815,"Honolulu County","United States",2,"Public","Retail","2330 Kalakaua Ave,Honolulu,Hawaii",NA,NA,82,"IMP EV CHARGING / LEVEL - 6 RIGHT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",2,"Public","Retail",-157.8266928,21.2783302,"2330KALAKAUAAVENUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"IMP EV CHARGING / LEVEL - 6 LEFT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",96815,"Honolulu County","United States",2,"Public","Retail","2330 Kalakaua Ave,Honolulu,Hawaii",NA,NA,83,"IMP EV CHARGING / LEVEL - 6 LEFT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",2,"Public","Retail",-157.8266928,21.2783302,"2330KALAKAUAAVENUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"IMP EV CHARGING / LEVEL - 6 LEFT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",96815,"Honolulu County","United States",2,"Public","Retail","2330 Kalakaua Ave,Honolulu,Hawaii",NA,NA,84,"IMP EV CHARGING / LEVEL - 5 RIGHT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",2,"Public","Retail",-157.8266928,21.2783302,"2330KALAKAUAAVENUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,"IMP EV CHARGING / LEVEL - 6 LEFT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",96815,"Honolulu County","United States",2,"Public","Retail","2330 Kalakaua Ave,Honolulu,Hawaii",NA,NA,85,"IMP EV CHARGING / LEVEL - 5 LEFT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",2,"Public","Retail",-157.8266928,21.2783302,"2330KALAKAUAAVENUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"IMP EV CHARGING / LEVEL - 5 RIGHT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",96815,"Honolulu County","United States",2,"Public","Retail","2330 Kalakaua Ave,Honolulu,Hawaii",NA,NA,82,"IMP EV CHARGING / LEVEL - 6 RIGHT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",2,"Public","Retail",-157.8266928,21.2783302,"2330KALAKAUAAVENUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"IMP EV CHARGING / LEVEL - 5 RIGHT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",96815,"Honolulu County","United States",2,"Public","Retail","2330 Kalakaua Ave,Honolulu,Hawaii",NA,NA,83,"IMP EV CHARGING / LEVEL - 6 LEFT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",2,"Public","Retail",-157.8266928,21.2783302,"2330KALAKAUAAVENUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"IMP EV CHARGING / LEVEL - 5 RIGHT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",96815,"Honolulu County","United States",2,"Public","Retail","2330 Kalakaua Ave,Honolulu,Hawaii",NA,NA,84,"IMP EV CHARGING / LEVEL - 5 RIGHT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",2,"Public","Retail",-157.8266928,21.2783302,"2330KALAKAUAAVENUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"IMP EV CHARGING / LEVEL - 5 RIGHT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",96815,"Honolulu County","United States",2,"Public","Retail","2330 Kalakaua Ave,Honolulu,Hawaii",NA,NA,85,"IMP EV CHARGING / LEVEL - 5 LEFT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",2,"Public","Retail",-157.8266928,21.2783302,"2330KALAKAUAAVENUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"IMP EV CHARGING / LEVEL - 5 LEFT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",96815,"Honolulu County","United States",2,"Public","Retail","2330 Kalakaua Ave,Honolulu,Hawaii",NA,NA,82,"IMP EV CHARGING / LEVEL - 6 RIGHT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",2,"Public","Retail",-157.8266928,21.2783302,"2330KALAKAUAAVENUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"IMP EV CHARGING / LEVEL - 5 LEFT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",96815,"Honolulu County","United States",2,"Public","Retail","2330 Kalakaua Ave,Honolulu,Hawaii",NA,NA,83,"IMP EV CHARGING / LEVEL - 6 LEFT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",2,"Public","Retail",-157.8266928,21.2783302,"2330KALAKAUAAVENUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"IMP EV CHARGING / LEVEL - 5 LEFT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",96815,"Honolulu County","United States",2,"Public","Retail","2330 Kalakaua Ave,Honolulu,Hawaii",NA,NA,84,"IMP EV CHARGING / LEVEL - 5 RIGHT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",2,"Public","Retail",-157.8266928,21.2783302,"2330KALAKAUAAVENUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"IMP EV CHARGING / LEVEL - 5 LEFT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",96815,"Honolulu County","United States",2,"Public","Retail","2330 Kalakaua Ave,Honolulu,Hawaii",NA,NA,85,"IMP EV CHARGING / LEVEL - 5 LEFT","International Market Place","2330 Kalakaua Ave","Honolulu","Hawaii",2,"Public","Retail",-157.8266928,21.2783302,"2330KALAKAUAAVENUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,"HTIC KAPOLEI / STATION 2","Hawaii Tokai International College","91-971 Farrington Hwy","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Education","91-971 Farrington Hwy,Kapolei,Hawaii",NA,NA,87,"HTIC KAPOLEI / STATION 2","Hawaii Tokai International College","91-971 Farrington Hwy","Kapolei","Hawaii",2,"Public","Education",-158.0581387,21.3575034,"91971FARRINGTONHIGHWAY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,"HTIC KAPOLEI / STATION 2","Hawaii Tokai International College","91-971 Farrington Hwy","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Education","91-971 Farrington Hwy,Kapolei,Hawaii",NA,NA,88,"HTIC KAPOLEI / STATION 1","Hawaii Tokai International College","91-971 Farrington Hwy","Kapolei","Hawaii",2,"Public","Education",-158.0581387,21.3575034,"91971FARRINGTONHIGHWAY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"HTIC KAPOLEI / STATION 1","Hawaii Tokai International College","91-971 Farrington Hwy","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Education","91-971 Farrington Hwy,Kapolei,Hawaii",NA,NA,87,"HTIC KAPOLEI / STATION 2","Hawaii Tokai International College","91-971 Farrington Hwy","Kapolei","Hawaii",2,"Public","Education",-158.0581387,21.3575034,"91971FARRINGTONHIGHWAY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"HTIC KAPOLEI / STATION 1","Hawaii Tokai International College","91-971 Farrington Hwy","Kapolei","Hawaii",96707,"Honolulu County","United States",2,"Public","Education","91-971 Farrington Hwy,Kapolei,Hawaii",NA,NA,88,"HTIC KAPOLEI / STATION 1","Hawaii Tokai International College","91-971 Farrington Hwy","Kapolei","Hawaii",2,"Public","Education",-158.0581387,21.3575034,"91971FARRINGTONHIGHWAY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"HOSOI MORTUARY / HGMI001","Hosoi Garden Mortuary","26 N Kukui St","Honolulu","Hawaii",96817,"Honolulu County","United States",2,"Public","Parking","26 N Kukui St,Honolulu,Hawaii",NA,NA,89,"HOSOI MORTUARY / HGMI001","Hosoi Garden Mortuary","26 N Kukui St","Honolulu","Hawaii",2,"Public","Parking",-157.858888,21.3140092,"26NKUKUISTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"HIWIND POWER / HWP001","High Wind Power","Piikea Pl","Makawao","Hawaii",96768,"Maui County","United States",1,"Public","Workplace","Piikea Pl,Makawao,Hawaii",NA,NA,90,"HIWIND POWER / HWP001","High Wind Power","Piikea Pl","Makawao","Hawaii",1,"Public","Workplace",-156.3104041,20.8564666,"PIIKEAPLACE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,"HIWIND POWER / CHARGEPOINT 111","High Wind Power","99-688 Kaulainahee Pl","Aiea","Hawaii",96701,"Honolulu County","United States",1,"Public","Workplace","99-688 Kaulainahee Pl,Aiea,Hawaii",NA,NA,91,"HIWIND POWER / CHARGEPOINT 111","High Wind Power","99-688 Kaulainahee Pl","Aiea","Hawaii",1,"Public","Workplace",-157.9200632,21.3834467,"99688KAULAINAHEEPLACE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,"HALE MALUNIU / HALE MALUNIU","Highmark Capital LLC","101 Maluniu Ave","Kailua","Hawaii",96734,"Honolulu County","United States",2,"Public","Multifamily Commercial","101 Maluniu Ave,Kailua,Hawaii",NA,NA,92,"HALE MALUNIU / HALE MALUNIU","Highmark Capital LLC","101 Maluniu Ave","Kailua","Hawaii",2,"Public","Multifamily Commercial",-157.7417504,21.3974586,"101MALUNIUAVENUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,"GARAGE1 / HYATT 3","Hyatt Andaz Maui","3550 Wailea Alanui Dr","Wailea-Makena","Hawaii",96753,"Maui County","United States",2,"Public","Hospitality","3550 Wailea Alanui Dr,Wailea-Makena,Hawaii",NA,NA,94,"GARAGE1 / HYATT 3","Hyatt Andaz Maui","3550 Wailea Alanui Dr","Wailea-Makena","Hawaii",2,"Public","Hospitality",-156.4425224,20.69285,"3550WAILEAALANUIDRIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,"GARAGE1 / HYATT 3","Hyatt Andaz Maui","3550 Wailea Alanui Dr","Wailea-Makena","Hawaii",96753,"Maui County","United States",2,"Public","Hospitality","3550 Wailea Alanui Dr,Wailea-Makena,Hawaii",NA,NA,95,"GARAGE1 / HYATT 2","Hyatt Andaz Maui","3550 Wailea Alanui Dr","Wailea-Makena","Hawaii",2,"Public","Hospitality",-156.4425224,20.69285,"3550WAILEAALANUIDRIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,"GARAGE1 / HYATT 3","Hyatt Andaz Maui","3550 Wailea Alanui Dr","Wailea-Makena","Hawaii",96753,"Maui County","United States",2,"Public","Hospitality","3550 Wailea Alanui Dr,Wailea-Makena,Hawaii",NA,NA,96,"GARAGE1 / HYATT 1","Hyatt Andaz Maui","3550 Wailea Alanui Dr","Wailea-Makena","Hawaii",2,"Public","Hospitality",-156.4425224,20.69285,"3550WAILEAALANUIDRIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,"GARAGE1 / HYATT 2","Hyatt Andaz Maui","3550 Wailea Alanui Dr","Wailea-Makena","Hawaii",96753,"Maui County","United States",2,"Public","Hospitality","3550 Wailea Alanui Dr,Wailea-Makena,Hawaii",NA,NA,94,"GARAGE1 / HYATT 3","Hyatt Andaz Maui","3550 Wailea Alanui Dr","Wailea-Makena","Hawaii",2,"Public","Hospitality",-156.4425224,20.69285,"3550WAILEAALANUIDRIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,"GARAGE1 / HYATT 2","Hyatt Andaz Maui","3550 Wailea Alanui Dr","Wailea-Makena","Hawaii",96753,"Maui County","United States",2,"Public","Hospitality","3550 Wailea Alanui Dr,Wailea-Makena,Hawaii",NA,NA,95,"GARAGE1 / HYATT 2","Hyatt Andaz Maui","3550 Wailea Alanui Dr","Wailea-Makena","Hawaii",2,"Public","Hospitality",-156.4425224,20.69285,"3550WAILEAALANUIDRIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,"GARAGE1 / HYATT 2","Hyatt Andaz Maui","3550 Wailea Alanui Dr","Wailea-Makena","Hawaii",96753,"Maui County","United States",2,"Public","Hospitality","3550 Wailea Alanui Dr,Wailea-Makena,Hawaii",NA,NA,96,"GARAGE1 / HYATT 1","Hyatt Andaz Maui","3550 Wailea Alanui Dr","Wailea-Makena","Hawaii",2,"Public","Hospitality",-156.4425224,20.69285,"3550WAILEAALANUIDRIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"GARAGE1 / HYATT 1","Hyatt Andaz Maui","3550 Wailea Alanui Dr","Wailea-Makena","Hawaii",96753,NA,"United States",2,"Public","Hospitality","3550 Wailea Alanui Dr,Wailea-Makena,Hawaii",NA,NA,94,"GARAGE1 / HYATT 3","Hyatt Andaz Maui","3550 Wailea Alanui Dr","Wailea-Makena","Hawaii",2,"Public","Hospitality",-156.4425224,20.69285,"3550WAILEAALANUIDRIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"GARAGE1 / HYATT 1","Hyatt Andaz Maui","3550 Wailea Alanui Dr","Wailea-Makena","Hawaii",96753,NA,"United States",2,"Public","Hospitality","3550 Wailea Alanui Dr,Wailea-Makena,Hawaii",NA,NA,95,"GARAGE1 / HYATT 2","Hyatt Andaz Maui","3550 Wailea Alanui Dr","Wailea-Makena","Hawaii",2,"Public","Hospitality",-156.4425224,20.69285,"3550WAILEAALANUIDRIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"GARAGE1 / HYATT 1","Hyatt Andaz Maui","3550 Wailea Alanui Dr","Wailea-Makena","Hawaii",96753,NA,"United States",2,"Public","Hospitality","3550 Wailea Alanui Dr,Wailea-Makena,Hawaii",NA,NA,96,"GARAGE1 / HYATT 1","Hyatt Andaz Maui","3550 Wailea Alanui Dr","Wailea-Makena","Hawaii",2,"Public","Hospitality",-156.4425224,20.69285,"3550WAILEAALANUIDRIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"FHC / PV 1 & 2","First Hawaiian Bank","999 Bishop St","Honolulu","Hawaii",96813,"Honolulu County","United States",2,"Public","Workplace","999 Bishop St,Honolulu,Hawaii",NA,NA,97,"FHC / PV 1 & 2","First Hawaiian Bank","999 Bishop St","Honolulu","Hawaii",2,"Public","Workplace",-157.8615893,21.3078606,"999BISHOPSTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"EV STATION 1 / EV STATION 1","UH JABSOM","651 ILALO STREET","Honolulu","Hawaii",96813,"Honolulu County","United States",2,"Public","Education","651 ILALO STREET,Honolulu,Hawaii",NA,NA,98,"EV STATION 1 / EV STATION 1","UH JABSOM","651 ILALO STREET","Honolulu","Hawaii",2,"Public","Education",-157.8637783,21.2964863,"651ILALOSTREET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
