,Cmn_Address,EV_Unnamed: 0,EV_Station ID,EV_Station name,EV_Location,EV_Island,EV_Address,EV_City,EV_State,EV_Zip Code,EV_Latitude,EV_Longitude,EV_Contact Name,EV_Charge Fee,EV_Park Fee,EV_Parking Lot,EV_Hours,EV_Ports,EV_Restrictions,EV_Number of Stations,EV_Charge Fees,EV_Manufacturers,EV_Charging Levels,EV_Date Initially Added
208,888SOUTHKINGSTREET,156,667,Straub Clinic & Hospital - Hawaii Pacific Health,2nd floor parking garage- first 2 stalls on the right when you turn on to the same level as the handicap stalls,Oahu,888 S King St,Honolulu,HI,96813,21°18′09″.288 N,157°51′01″.944 S,Dong,$2 an hr,,,24/7,2,,2,Paid,ChargePoint,2,31 March 2015
209,905EASTMOKUEAPLACE,127,601,Alamo/National Kahului Airport,Alamo Rent A Car,Maui,905 E Mokuea Place,Kahului,HI,96732,20°53′47″.904 N,156°26′34″.584 S,,$2/hour or any fraction thereof,,,24/7,4,"Restricted to customers, when available.  Priority given to fleet vehicles.  The OpConnect charging stations accept debit cards, credit cards, the Wright Express Fleet Fueling card, and the OpConnect card.",2,Paid,OpConnect,2,16 January 2014
210,911401FORTWEAVERROAD,40,365,Ewa Town Center,The charging station is located next to Blockbusters and Starbucks building facing Fort Weaver Rd,Oahu,91-1401 Ft Weaver Rd,Honolulu,HI,96706,21°20′01″.942 N,158°01′27″.933 S,Sam Puna,$2/hour or any fraction thereof,Free,Ewa Town Center,7:00am-9:00pm,2,"The OpConnect charging stations accept debit cards, credit cards, the Wright Express Fleet Fueling card, and the OpConnect card.  Parking fees may apply.",1,Paid,OpConnect,2,27 December 2012
211,915431KAPOLEIPARKWAY,249,889,KaMakana Ali'i- The Center for West Oahu,There are 5 stations in total on this site. All stations are 100% free to use.  2 Volta Stations- at the entrance to the food court. Main entrance in front row parking stalls 2 Volta Stations- on the backside of the center near Macy's. 1 pedestal charger at the main food court entrance,Oahu,91-5431 Kapolei Parkway,Kapolei,HI,96707,21°20′10″.716 N,158°03′07″.380 S,Arden Penton,free,free,,10am-9pm,5,,5,Free,Volta,2,16 May 2017
212,91600FARRINGTONHIGHWAY,191,749,Walmart #3883 - Kapolei HI,Parking Lot,Oahu,91-600 Farrington Highway,Kapolei,HI,96707,21°20′31″.452 N,158°04′31″.512 S,,"Blink Plus: $0.69 per kwh, Blink Guest: $0.79 per kwh",,,24/7,1,,1,Paid,Blink,2,08 April 2016
213,921185ALIINUIDRIVE,30,343,"Aulani A Disney Resort and Spa, Ko Olina",See Valet for Assistance,Oahu,92-1185 Aliinui Drive,Kapolei,HI,96707,21°20′22″.610 N,158°07′23″.754 S,Michael Lee,Free,,"Aulani A Disney Resort and Spa, Ko Olina",24/7,25,"To start a charge session download charge point app and follow directions, or call +1-888-758-4389. Free parking (4 hours max) with restaurant purchase of $35 or more.",9,Free,ChargePoint,2,27 December 2012
214,92149WAIPAHEPLACE,100,525,Marriott's Ko Olina Beach Club,"1 charging station each in Hale Moana Parking Tower, Hale Naia, and Hale Kona's ground floor valet services",Oahu,92-149 Waipahe Pl,Kapolei,HI,96707,21°19′52″.104 N,158°07′17″.551 S,Randy,Free,$15 valet parking for day guests,,24/7,6,Day guests go to valet services at Hale Kona Parking. $15 parking includes charge. Registered Guests can use charging stations in Hale Moana and Hale Naia parking. Will be issued a charge card to access charger,3,Free,ChargePoint,2,19 March 2013
215,930VALKENBURGHSTREET,64,423,Moanalua Shopping Center,The charging stations are located in front of Great Clips,Oahu,930 Valkenburgh St,Pearl City,HI,96818,21°20′28″.691 N,157°55′46″.040 S,See Waikiki Galleria,$2/hour or any fraction thereof,Free,Moanalua Shopping Center,7:00am-9:00pm,4,"The OpConnect charging stations accept debit cards, credit cards, the Wright Express Fleet Fueling card, and the OpConnect card.",2,Paid,OpConnect,2,27 December 2012
216,932WARD,148,651,Honolulu Club Building,Basement by the elevator,Oahu,932 Ward,Honolulu,HI,96814,21°18′06″.336 N,157°51′03″.240 S,Lelani @ ABM,"$2 per hour for first 2 hours, $4 hour each additional hour",,,24/7,1,Need to contact SemaConnect to initiate charge session. Details are on charging station.,1,Paid,SemaConnect,2,31 March 2015
217,941231KAUKABOULEVARD,210,791,"Costco Wholesale, Waipahu",Map marker location is precise,Oahu,94-1231 Ka Uka Blvd,Waipahu,HI,96797,21°25′35″.220 N,158°00′00″.324 S,SemaConnect,Free,Free,,10:00 AM - 8:30 PM,2,,1,Free,SemaConnect,2,01 August 2016
218,941299KAUKABOULEVARD,106,545,Tony Nissan,Enter dealer from Moaniani St.,Oahu,94-1299 Ka Uka Boulevard,Waipahu,HI,96797,21°25′39″.694 N,157°59′52″.206 S,Chris,Free,Free,,9:00am to 8:00pm,2,Restricted to Leafs only.,2,Free,AeroVironment,2,20 March 2013
219,941480MOANIANISTREET,55,401,Kaiser Permanente Waipio,Enter the parking lot and continue towards the Ewa side of the main building. One pedestal charging station is next to the handicap stalls on the building side.,Oahu,94-1480 Moaniani St.,Waipahu,HI,96797,21°25′32″.822 N,157°59′49″.714 S,,Free,Free for Employees and Patients,Kaiser Permanente Waipio,24/7,1,,1,Free,Volta,2,27 December 2012
220,94480AKOKISTREET,217,805,Tesla Service Center,In the service center,Oahu,94-480 Akoki Street,Waipahu,HI,96797,21°23′17″.412 N,158°00′31″.968 S,,Free,Free,,24/7,1,The Tesla HPWC is capable of 240 volts/80 amps. The charger is for Model S only.,1,Free,Tesla,2,02 August 2016
221,94595KUPUOHISTREET,192,751,Walmart #2314 - Waipahu,Parking lot,Oahu,94-595 Kupuohi St,Waipahu,HI,96797,21°23′29″.004 N,158°02′04″.668 S,,"Blink Plus: $0.69 per kwh, Blink Guest: $0.79 per kwh",,,24/7,1,,1,Paid,Blink,2,08 April 2016
222,94849LUMIAINASTREET,84,469,Waikele Center,The charging stations are located by Gap and Brooks Brothers.,Oahu,94-849 Lumiaina Street,Waipahu,HI,96797,21°24′00″.804 N,158°00′25″.302 S,"Security, Pam Wilson",Free,Free,Waikele Center,24/7,2,1 charger currently not working (planning to repair); Call security to activate charger.,2,Free,AeroVironment,2,27 December 2012
223,951249MEHEULAPARKWAY,80,459,Town Center of Mililani,The charging stations are located In front of Baskin Robins,Oahu,95-1249 Meheula Pkwy,Mililani,HI,96789,21°27′10″.576 N,158°00′27″.609 S,"Christine Wood, Assistant Property Manager",$2/hour or any fraction thereof,,Town Center of Mililani,7:00am-10:00pm,2,"The OpConnect charging stations accept debit cards, credit cards, the Wright Express Fleet Fueling card, and the OpConnect card.",1,Paid,OpConnect,2,27 December 2012
224,95MAHALANISTREET,214,799,Walter Cameron Center Station,"Upon entering the J. Walter Cameron Center, take an immediate right and follow it all the way down towards the Police Station., the chargers are located on the right hand side, facing Mahalani Street",Maui,95 Mahalani St.,Wailuku,HI,96793,20°53′13″.200 N,156°29′18″.060 S,JUMPSmartMaui,Fees vary depending on the type of membership,Free,,24/7,4,"To use this charger, drivers need to be a member of  EVOhana. Visit http://evohana.com  or email info@jumpsmartmaui.com or call 808-270-6802",4,Paid,Hitachi,3,01 August 2016
225,96045ALAIKE,234,847,Leeward Community College,Parkiing lot,Oahu,96-045 Ala Ike,Honolulu,HI,96814,21°23′33″.324 N,157°59′01″.788 S,,Free,may apply,,-,6,,3,Free,OpConnect,2,04 August 2016
226,981005MOANALUAROAD#231,73,441,Pearlridge Shopping Center (downtown),1 Volta charging station is located near the downtown entrance fronting the Cold Stone and the theaters. Look for the Volta sign.,Oahu,98-1005 Moanalua Rd #231,Aiea,HI,96701,21°22′55″.811 N,157°56′23″.807 S,"Kendall Doi, Operation Managers",Free,Free for customers,Pearlridge Shopping Center (downtown),"Mon-Sat 10:00am-9:00pm, Sun 10:00am-6:00pm",1,,1,Free,Volta,2,27 December 2012
227,981079MOANALUAROAD,154,663,Pali Momi Medical Center - Hawaii Pacific Health,Charging stations located P1 level visitor parking,Oahu,98-1079 Moanalua Rd,Aiea,HI,96701,21°22′59″.808 N,157°56′18″.960 S,Jessica,Paid,Paid,,24/7,2,,2,Paid,ChargePoint,2,31 March 2015
228,981247KAAHUMANUSTREET,218,807,Mary Savio Medical Center,First floor parking on left,Oahu,98-1247 Kaahumanu St,Aiea,HI,96701,21°23′18″.564 N,157°57′11″.628 S,,$2 per half hour,may apply,,park hours,1,See the parking attendant,1,Paid,AeroVironment,2,02 August 2016
229,99500SALTLAKEBOULEVARD,236,853,Aloha Stadium,"nter the Main Salt Lake Gate 1, turn right at sections 3D and 4D, make a right turn at 2A and proceed to park in the marked stall.",Oahu,99-500 Salt Lake Blvd,Aiea,HI,96701,21°22′21″.972 N,157°55′47″.928 S,,$2.25/hr,may apply,,park hours,2,,1,Paid,OpConnect,2,04 August 2016
230,HANAHIGHWAYATPILIALOHASTREET,250,891,Haiku Community Center,by the recycling center,Maui,Hana Highway at Pilialoha St,Haiku,HI,96708,20°55′47″.640 N,156°19′12″.180 S,Lory Basa,Fees vary depending on the type of membership,Free,,24/7,1,"To use this charger, drivers need to be a member of  EVOhana. Visit http://evohana.com  or email info@jumpsmartmaui.com or call 808-270-6802",1,Paid,Hitachi,2,12 July 2017
231,KEAHOLEINTERNATIONALAIRPORT,9,275,Kona International Airport,On the first floor of garage across from the entrance gate.,Hawaii,Keahole International Airport,Kailua-Kona,HI,96740,19°44′12″.373 N,156°02′23″.215 S,"Andy, Manager",$2/hour or any fraction thereof,"24 hours $10.  16-30 minutes is $1, 31 minutes- 60 minutes $2, 61 minutes-2 hours $5, 2 hours-3 hours $8.",National Car Rental Kona Airport,5:30am-11:30pm,2,"Restricted to customers, when available.  Priority given to fleet vehicles.  The OpConnect charging stations accept debit cards, credit cards, the Wright Express Fleet Fueling card, and the OpConnect card.  Parking fees may apply.",1,Paid,OpConnect,2,27 December 2012
232,ONEMANELEBAYROAD,231,839,Four Seasons Hotel at Manele Bay,Located in the employee parking lot,Lanai,One Manele Bay Road,Lanai City,HI,96763,20°44′32″.496 N,156°53′48″.228 S,,Free,Free,,24,1,Valet available for hotel guests who have priority.,1,Free,AeroVironment,2,02 August 2016
233,WAHINEPIOAVENUE,137,627,University of Hawai‘i Maui College,Parking lot at Kaaike building under PV Array.,Maui,Wahinepio Ave,Kahului,HI,96732,20°53′32″.568 N,156°28′50″.772 S,,Free,Free,,7 am to 9 pm,8,"Chargers on a first come first serve basis.ChargePoint Chargers require a ChargePoint Card and/or ChargePoint App .Charging time limited to 4 hours or full charge, which ever comes first.",4,Free,ChargePoint,2,01 July 2014
